Payment ID,Loan ID,Date,Amount Paid,Status
PAY30375,LOAN20019,20-09-2023,0,Late
PAY30376,LOAN20019,20-10-2023,0,Late
PAY30377,LOAN20019,20-11-2023,0,Late
PAY30378,LOAN20019,20-12-2023,0,Late
PAY30379,LOAN20019,20-01-2024,0,Late
PAY30380,LOAN20019,20-02-2024,0,Late
PAY30381,LOAN20019,20-03-2024,0,Late
PAY30382,LOAN20019,20-04-2024,0,Late
PAY30383,LOAN20019,20-05-2024,0,Late
PAY30384,LOAN20019,20-06-2024,0,Late
PAY30385,LOAN20019,20-07-2024,0,Late
PAY30386,LOAN20019,20-08-2024,0,Late
PAY30387,LOAN20019,20-09-2024,0,Late
PAY30388,LOAN20019,20-10-2024,0,Late
PAY30389,LOAN20019,20-11-2024,0,Late
PAY30390,LOAN20019,20-12-2024,0,Late
PAY30391,LOAN20019,20-01-2025,0,Late
PAY30392,LOAN20019,20-02-2025,0,Late
PAY30393,LOAN20019,20-03-2025,0,Late
PAY30394,LOAN20019,20-04-2025,0,Late
PAY30395,LOAN20019,20-05-2025,0,Late
PAY30396,LOAN20019,20-06-2025,0,Late
PAY30397,LOAN20020,16-11-2021,46971.5,OnTime
PAY30398,LOAN20020,16-12-2021,46971.5,OnTime
PAY30399,LOAN20020,16-01-2022,46971.5,OnTime
PAY30400,LOAN20020,16-02-2022,46971.5,OnTime
PAY30401,LOAN20021,02-02-2023,73533.25,OnTime
PAY30402,LOAN20021,02-03-2023,73533.25,OnTime
PAY30403,LOAN20021,02-04-2023,73533.25,OnTime
PAY30404,LOAN20021,02-05-2023,73533.25,OnTime
PAY30405,LOAN20021,02-06-2023,73533.25,OnTime
PAY30406,LOAN20022,19-07-2022,0,Late
PAY30407,LOAN20022,19-08-2022,0,Late
PAY30408,LOAN20022,19-09-2022,0,Late
PAY30409,LOAN20022,19-10-2022,0,Late
PAY30410,LOAN20022,19-11-2022,0,Late
PAY30411,LOAN20022,19-12-2022,0,Late
PAY30412,LOAN20022,19-01-2023,0,Late
PAY30413,LOAN20022,19-02-2023,0,Late
PAY30414,LOAN20022,19-03-2023,0,Late
PAY30415,LOAN20022,19-04-2023,0,Late
PAY30416,LOAN20022,19-05-2023,0,Late
PAY30417,LOAN20022,19-06-2023,0,Late
PAY30418,LOAN20022,19-07-2023,0,Late
PAY30419,LOAN20022,19-08-2023,0,Late
PAY30420,LOAN20022,19-09-2023,0,Late
PAY30421,LOAN20023,02-01-2022,0,Late
PAY30422,LOAN20023,02-02-2022,0,Late
PAY30423,LOAN20023,02-03-2022,0,Late
PAY30424,LOAN20023,02-04-2022,0,Late
PAY30425,LOAN20023,02-05-2022,0,Late
PAY30426,LOAN20024,22-08-2021,0,Late
PAY30427,LOAN20024,22-09-2021,0,Late
PAY30428,LOAN20024,22-10-2021,0,Late
PAY30429,LOAN20024,22-11-2021,0,Late
PAY30430,LOAN20024,22-12-2021,0,Late
PAY30431,LOAN20024,22-01-2022,0,Late
PAY30432,LOAN20025,18-03-2022,20757.05,OnTime
PAY30433,LOAN20025,18-04-2022,20757.05,OnTime
PAY30434,LOAN20025,18-05-2022,20757.05,OnTime
PAY30435,LOAN20025,18-06-2022,20757.05,OnTime
PAY30436,LOAN20025,18-07-2022,20757.05,OnTime
PAY30437,LOAN20025,18-08-2022,20757.05,OnTime
PAY30438,LOAN20025,18-09-2022,20757.05,OnTime
PAY30439,LOAN20025,18-10-2022,20757.05,OnTime
PAY30440,LOAN20025,18-11-2022,20757.05,OnTime
PAY30441,LOAN20025,18-12-2022,20757.05,OnTime
PAY30442,LOAN20025,18-01-2023,20757.05,OnTime
PAY30443,LOAN20025,18-02-2023,20757.05,OnTime
PAY30444,LOAN20025,18-03-2023,20757.05,OnTime
PAY30445,LOAN20025,18-04-2023,20757.05,OnTime
PAY30446,LOAN20025,18-05-2023,20757.05,OnTime
PAY30447,LOAN20025,18-06-2023,20757.05,OnTime
PAY30448,LOAN20025,18-07-2023,20757.05,OnTime
PAY30449,LOAN20025,18-08-2023,20757.05,OnTime
PAY30450,LOAN20025,18-09-2023,20757.05,OnTime
PAY30451,LOAN20025,18-10-2023,20757.05,OnTime
PAY30452,LOAN20025,18-11-2023,20757.05,OnTime
PAY30453,LOAN20025,18-12-2023,20757.05,OnTime
PAY30454,LOAN20025,18-01-2024,20757.05,OnTime
PAY30455,LOAN20025,18-02-2024,20757.05,OnTime
PAY30456,LOAN20025,18-03-2024,20757.05,OnTime
PAY30457,LOAN20025,18-04-2024,20757.05,OnTime
PAY30458,LOAN20025,18-05-2024,20757.05,OnTime
PAY30459,LOAN20025,18-06-2024,20757.05,OnTime
PAY30460,LOAN20025,18-07-2024,20757.05,OnTime
PAY30461,LOAN20025,18-08-2024,20757.05,OnTime
PAY30462,LOAN20025,18-09-2024,20757.05,OnTime
PAY30463,LOAN20025,18-10-2024,20757.05,OnTime
PAY30464,LOAN20025,18-11-2024,20757.05,OnTime
PAY30465,LOAN20025,18-12-2024,20757.05,OnTime
PAY30466,LOAN20025,18-01-2025,20757.05,OnTime
PAY30467,LOAN20025,18-02-2025,20757.05,OnTime
PAY30468,LOAN20025,18-03-2025,20757.05,OnTime
PAY30469,LOAN20025,18-04-2025,20757.05,OnTime
PAY30470,LOAN20025,18-05-2025,20757.05,OnTime
PAY30471,LOAN20025,18-06-2025,20757.05,OnTime
PAY30472,LOAN20025,18-07-2025,20757.05,OnTime
PAY30473,LOAN20025,18-08-2025,20757.05,OnTime
PAY30474,LOAN20025,18-09-2025,20757.05,OnTime
PAY30475,LOAN20025,18-10-2025,20757.05,OnTime
PAY30476,LOAN20025,18-11-2025,20757.05,OnTime
PAY30477,LOAN20026,07-08-2022,11255.041666666666,OnTime
PAY30478,LOAN20026,07-09-2022,11255.041666666666,OnTime
PAY30479,LOAN20026,07-10-2022,11255.041666666666,OnTime
PAY30480,LOAN20026,07-11-2022,11255.041666666666,OnTime
PAY30481,LOAN20026,07-12-2022,11255.041666666666,OnTime
PAY30482,LOAN20026,07-01-2023,11255.041666666666,OnTime
PAY30483,LOAN20026,07-02-2023,11255.041666666666,OnTime
PAY30484,LOAN20026,07-03-2023,11255.041666666666,OnTime
